Call,Response,Count,KB,Details
hi,hello what can i help you with today,102,,
can you book a table at resto_paris_moderate_british_1stars,great let me do the reservation,102,<KB> resto_paris_moderate_british_1stars, <R_cuisine> british <R_address> resto_paris_moderate_british_1stars_address <R_location> paris <R_number> four <R_price> moderate <R_rating> 1 
hi,hello what can i help you with today,103,,
i'd like to book a table at resto_paris_expensive_spanish_2stars,great let me do the reservation,103,<KB> resto_paris_expensive_spanish_2stars, <R_cuisine> spanish <R_address> resto_paris_expensive_spanish_2stars_address <R_location> paris <R_number> eight <R_price> expensive <R_rating> 2 
hi,hello what can i help you with today,104,,
can you make a restaurant reservation at resto_rome_moderate_italian_6stars,great let me do the reservation,104,<KB> resto_rome_moderate_italian_6stars, <R_cuisine> italian <R_address> resto_rome_moderate_italian_6stars_address <R_location> rome <R_number> two <R_price> moderate <R_rating> 6 
hello,hello what can i help you with today,105,,
can you book a table at resto_london_moderate_french_1stars,great let me do the reservation,105,<KB> resto_london_moderate_french_1stars, <R_cuisine> french <R_address> resto_london_moderate_french_1stars_address <R_location> london <R_number> six <R_price> moderate <R_rating> 1 
hello,hello what can i help you with today,106,,
can you make a restaurant reservation at resto_paris_cheap_spanish_6stars,great let me do the reservation,106,<KB> resto_paris_cheap_spanish_6stars, <R_cuisine> spanish <R_address> resto_paris_cheap_spanish_6stars_address <R_location> paris <R_number> two <R_price> cheap <R_rating> 6 
good morning,hello what can i help you with today,107,,
i'd like to book a table at resto_paris_moderate_french_6stars,great let me do the reservation,107,<KB> resto_paris_moderate_french_6stars, <R_cuisine> french <R_address> resto_paris_moderate_french_6stars_address <R_location> paris <R_number> six <R_price> moderate <R_rating> 6 
hi,hello what can i help you with today,108,,
can you book a table at resto_london_moderate_french_3stars,great let me do the reservation,108,<KB> resto_london_moderate_french_3stars, <R_cuisine> french <R_address> resto_london_moderate_french_3stars_address <R_location> london <R_number> two <R_price> moderate <R_rating> 3 
hi,hello what can i help you with today,109,,
may i have a table at resto_rome_cheap_british_3stars,great let me do the reservation,109,<KB> resto_rome_cheap_british_3stars, <R_cuisine> british <R_address> resto_rome_cheap_british_3stars_address <R_location> rome <R_number> eight <R_price> cheap <R_rating> 3 
hi,hello what can i help you with today,110,,
can you book a table at resto_madrid_expensive_french_1stars,great let me do the reservation,110,<KB> resto_madrid_expensive_french_1stars, <R_cuisine> french <R_address> resto_madrid_expensive_french_1stars_address <R_location> madrid <R_number> six <R_price> expensive <R_rating> 1 
hello,hello what can i help you with today,111,,
can you make a restaurant reservation at resto_paris_moderate_spanish_2stars,great let me do the reservation,111,<KB> resto_paris_moderate_spanish_2stars, <R_cuisine> spanish <R_address> resto_paris_moderate_spanish_2stars_address <R_location> paris <R_number> four <R_price> moderate <R_rating> 2 
good morning,hello what can i help you with today,112,,
can you book a table at resto_madrid_expensive_indian_2stars,great let me do the reservation,112,<KB> resto_madrid_expensive_indian_2stars, <R_cuisine> indian <R_address> resto_madrid_expensive_indian_2stars_address <R_location> madrid <R_number> six <R_price> expensive <R_rating> 2 
good morning,hello what can i help you with today,113,,
can you book a table at resto_paris_moderate_spanish_8stars,great let me do the reservation,113,<KB> resto_paris_moderate_spanish_8stars, <R_cuisine> spanish <R_address> resto_paris_moderate_spanish_8stars_address <R_location> paris <R_number> two <R_price> moderate <R_rating> 8 
hi,hello what can i help you with today,114,,
may i have a table at resto_paris_expensive_british_3stars,great let me do the reservation,114,<KB> resto_paris_expensive_british_3stars, <R_cuisine> british <R_address> resto_paris_expensive_british_3stars_address <R_location> paris <R_number> six <R_price> expensive <R_rating> 3 
hi,hello what can i help you with today,115,,
may i have a table at resto_bombay_moderate_italian_8stars,great let me do the reservation,115,<KB> resto_bombay_moderate_italian_8stars, <R_cuisine> italian <R_address> resto_bombay_moderate_italian_8stars_address <R_location> bombay <R_number> four <R_price> moderate <R_rating> 8 
good morning,hello what can i help you with today,116,,
can you make a restaurant reservation at resto_london_cheap_indian_7stars,great let me do the reservation,116,<KB> resto_london_cheap_indian_7stars, <R_cuisine> indian <R_address> resto_london_cheap_indian_7stars_address <R_location> london <R_number> two <R_price> cheap <R_rating> 7 
hi,hello what can i help you with today,117,,
i'd like to book a table at resto_london_expensive_indian_5stars,great let me do the reservation,117,<KB> resto_london_expensive_indian_5stars, <R_cuisine> indian <R_address> resto_london_expensive_indian_5stars_address <R_location> london <R_number> eight <R_price> expensive <R_rating> 5 
hello,hello what can i help you with today,118,,
can you make a restaurant reservation at resto_rome_cheap_british_6stars,great let me do the reservation,118,<KB> resto_rome_cheap_british_6stars, <R_cuisine> british <R_address> resto_rome_cheap_british_6stars_address <R_location> rome <R_number> two <R_price> cheap <R_rating> 6 
good morning,hello what can i help you with today,119,,
can you make a restaurant reservation at resto_paris_moderate_british_6stars,great let me do the reservation,119,<KB> resto_paris_moderate_british_6stars, <R_cuisine> british <R_address> resto_paris_moderate_british_6stars_address <R_location> paris <R_number> two <R_price> moderate <R_rating> 6 
hi,hello what can i help you with today,120,,
can you make a restaurant reservation at resto_london_expensive_indian_6stars,great let me do the reservation,120,<KB> resto_london_expensive_indian_6stars, <R_cuisine> indian <R_address> resto_london_expensive_indian_6stars_address <R_location> london <R_number> four <R_price> expensive <R_rating> 6 
good morning,hello what can i help you with today,121,,
may i have a table at resto_rome_cheap_spanish_1stars,great let me do the reservation,121,<KB> resto_rome_cheap_spanish_1stars, <R_cuisine> spanish <R_address> resto_rome_cheap_spanish_1stars_address <R_location> rome <R_number> eight <R_price> cheap <R_rating> 1 
hi,hello what can i help you with today,122,,
can you book a table at resto_paris_cheap_italian_8stars,great let me do the reservation,122,<KB> resto_paris_cheap_italian_8stars, <R_cuisine> italian <R_address> resto_paris_cheap_italian_8stars_address <R_location> paris <R_number> eight <R_price> cheap <R_rating> 8 
good morning,hello what can i help you with today,123,,
may i have a table at resto_madrid_cheap_italian_4stars,great let me do the reservation,123,<KB> resto_madrid_cheap_italian_4stars, <R_cuisine> italian <R_address> resto_madrid_cheap_italian_4stars_address <R_location> madrid <R_number> six <R_price> cheap <R_rating> 4 
good morning,hello what can i help you with today,124,,
can you make a restaurant reservation at resto_paris_cheap_indian_4stars,great let me do the reservation,124,<KB> resto_paris_cheap_indian_4stars, <R_cuisine> indian <R_address> resto_paris_cheap_indian_4stars_address <R_location> paris <R_number> two <R_price> cheap <R_rating> 4 
hi,hello what can i help you with today,125,,
i'd like to book a table at resto_madrid_expensive_british_3stars,great let me do the reservation,125,<KB> resto_madrid_expensive_british_3stars, <R_cuisine> british <R_address> resto_madrid_expensive_british_3stars_address <R_location> madrid <R_number> four <R_price> expensive <R_rating> 3 
good morning,hello what can i help you with today,126,,
can you make a restaurant reservation at resto_madrid_expensive_spanish_6stars,great let me do the reservation,126,<KB> resto_madrid_expensive_spanish_6stars, <R_cuisine> spanish <R_address> resto_madrid_expensive_spanish_6stars_address <R_location> madrid <R_number> four <R_price> expensive <R_rating> 6 
hello,hello what can i help you with today,127,,
i'd like to book a table at resto_london_expensive_italian_4stars,great let me do the reservation,127,<KB> resto_london_expensive_italian_4stars, <R_cuisine> italian <R_address> resto_london_expensive_italian_4stars_address <R_location> london <R_number> six <R_price> expensive <R_rating> 4 
hi,hello what can i help you with today,128,,
can you book a table at resto_rome_moderate_indian_7stars,great let me do the reservation,128,<KB> resto_rome_moderate_indian_7stars, <R_cuisine> indian <R_address> resto_rome_moderate_indian_7stars_address <R_location> rome <R_number> six <R_price> moderate <R_rating> 7 
hello,hello what can i help you with today,129,,
may i have a table at resto_london_expensive_spanish_3stars,great let me do the reservation,129,<KB> resto_london_expensive_spanish_3stars, <R_cuisine> spanish <R_address> resto_london_expensive_spanish_3stars_address <R_location> london <R_number> two <R_price> expensive <R_rating> 3 
good morning,hello what can i help you with today,130,,
can you make a restaurant reservation at resto_madrid_expensive_spanish_3stars,great let me do the reservation,130,<KB> resto_madrid_expensive_spanish_3stars, <R_cuisine> spanish <R_address> resto_madrid_expensive_spanish_3stars_address <R_location> madrid <R_number> two <R_price> expensive <R_rating> 3 
hello,hello what can i help you with today,131,,
can you book a table at resto_rome_moderate_italian_6stars,great let me do the reservation,131,<KB> resto_rome_moderate_italian_6stars, <R_cuisine> italian <R_address> resto_rome_moderate_italian_6stars_address <R_location> rome <R_number> two <R_price> moderate <R_rating> 6 
hi,hello what can i help you with today,132,,
may i have a table at resto_rome_expensive_indian_6stars,great let me do the reservation,132,<KB> resto_rome_expensive_indian_6stars, <R_cuisine> indian <R_address> resto_rome_expensive_indian_6stars_address <R_location> rome <R_number> two <R_price> expensive <R_rating> 6 
good morning,hello what can i help you with today,133,,
may i have a table at resto_madrid_moderate_spanish_6stars,great let me do the reservation,133,<KB> resto_madrid_moderate_spanish_6stars, <R_cuisine> spanish <R_address> resto_madrid_moderate_spanish_6stars_address <R_location> madrid <R_number> two <R_price> moderate <R_rating> 6 
good morning,hello what can i help you with today,134,,
can you make a restaurant reservation at resto_madrid_cheap_indian_8stars,great let me do the reservation,134,<KB> resto_madrid_cheap_indian_8stars, <R_cuisine> indian <R_address> resto_madrid_cheap_indian_8stars_address <R_location> madrid <R_number> eight <R_price> cheap <R_rating> 8 
hello,hello what can i help you with today,135,,
can you book a table at resto_london_moderate_spanish_4stars,great let me do the reservation,135,<KB> resto_london_moderate_spanish_4stars, <R_cuisine> spanish <R_address> resto_london_moderate_spanish_4stars_address <R_location> london <R_number> four <R_price> moderate <R_rating> 4 
